,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
4706,neutral,other,From: Kyrsten Sinema (Representative from Arizona),"""Sinema has consistently called on Congress to be accountable to the public and complete the very basis tasks they were elected to do.  TodayÛªs bipartisan action sets a firm expectation for Congress to pass a budget and for both parties to find the critical middle ground on our long-term deficits. An important stipulation of the bill requires that salaries be withheld for members of either chamber that stalls on the adoption of a budget.""  http://sinema.house.gov/media-center/press-releases/sinema-takes-bipartisan-stand-on-holding-congress-accountable-for-budget",Kyrsten Sinema,Sinema,D,D-neutral,D-other
4707,partisan,support,From: Chris Stewart (Representative from Utah),"Proud to have voted for Rep. Rob Bishop's bill today which adds a review process to the Antiquities Act. In '96, Clinton designated nearly 2 million acres of land in UT as a nat'l monument without ANY input from the state of UT. That's just unacceptable. If the creation of new nat'l monuments are a good idea, shouldnÛªt others be aware before they go into effect? ShouldnÛªt the monuments have to undergo public scrutiny? Read more in the article below:",Chris Stewart,Stewart,R,R-partisan,R-support
4708,neutral,personal,From: Chris Stewart (Representative from Utah),Join me TONIGHT (8/28) for a town hall meeting in St. George. Share this with your friends and neighbors!,Chris Stewart,Stewart,R,R-neutral,R-personal
4709,partisan,support,From: Chris Stewart (Representative from Utah),"Yesterday, I discussed Obama's Counterterrorism Speech on BBC Radio.   I think the President and his Administration have realized they need to refocus and bring some clarity to our Counterterrosim plan.   Listen to the interview here: http://youtu.be/y7XqGL6purQ",Chris Stewart,Stewart,R,R-partisan,R-support
4710,neutral,information,From: Chris Stewart (Representative from Utah),"I'm chairing the House Committee on Science, Space, and Technology: Subcommittee on Environment hearing TODAY at 2pm EST.  The hearing is titled ÛÏMid-Level Ethanol Blends: Consumer and Technical Research NeedsÛ  Watch it here: http://science.house.gov/hearing/subcommittee-environment-mid-level-ethanol-blends-consumer-and-technical-research-needs",Chris Stewart,Stewart,R,R-neutral,R-information
4711,neutral,personal,From: Eric Swalwell (Representative from California),I had the pleasure of Skyping into the Dublin City Council meeting last night to thank my good friend Mayor Tim Sbranti for his years of leadership and welcome incoming Dublin Mayor David Haubert.,Eric Swalwell,Swalwell,D,D-neutral,D-personal
4712,partisan,media,From: Eric Swalwell (Representative from California),Today I was on Fox News discussing President Obama's immigration action. Our immigration system is broken. I urge House Republican leadership to allow a vote on comprehensive immigration reform.,Eric Swalwell,Swalwell,D,D-partisan,D-media
4713,neutral,personal,From: Eric Swalwell (Representative from California),No one is invisible. For National Hunger and Homelessness Awareness Week I remembered the homeless who died this year at Abode's ceremony at St. James Episcopal Church.,Eric Swalwell,Swalwell,D,D-neutral,D-personal
4714,neutral,personal,From: Eric Swalwell (Representative from California),"Today I honored the late Tom McCormick, of Dublin.  Tom served us in many ways: U.S. Marine, teacher, and elected member of the Dublin San Ramon Services District to name a few.  He is survived by his wife of 42 years, and former Dublin City Councilman Claudia McCormick, sons Marshall and Thomas, and stepchildren, Melinda, Desiree, and Kathy.",Eric Swalwell,Swalwell,D,D-neutral,D-personal
4715,partisan,personal,From: Eric Swalwell (Representative from California),"Once again, extreme right-wing groups and Senator (Speaker?) Ted Cruz get their way and prevent a vote addressing the crisis of unaccompanied minors crossing the southern border. While they  use ""vote-scoring"" to sway Republicans their backwards way, the middle class is losing out. #middleclasskeepingscore",Eric Swalwell,Swalwell,D,D-partisan,D-personal
4716,partisan,policy,From: Eric Swalwell (Representative from California),"Today I fought to boost our investment in energy efficiency and renewable energy on the House Floor by shifting funding from fossil fuel research. Unfortunately, my effort failed on a vote of 172-245.  We should be securing our energy independence and investing in better, safer, more affordable energy. TodayÛªs shortsighted decision puts that future at risk.",Eric Swalwell,Swalwell,D,D-partisan,D-policy
4717,neutral,personal,From: Eric Swalwell (Representative from California),There's no room for racism in the NBA. #BanSterling #OutOfBounds,Eric Swalwell,Swalwell,D,D-neutral,D-personal
4718,neutral,information,From: Eric Swalwell (Representative from California),"Please pray for or keep in your thoughts the family of Marine Lance Corporal Andrew Silva of Union City. Andrew, 23, was senselessly murdered today in a DUI hit & run.  He recently served in Afghanistan and leaves behind a wife and son.  http://www.insidebayarea.com/news/ci_25414518/fremont-police-investigate-fatal-collision-between-car-motorcycle",Eric Swalwell,Swalwell,D,D-neutral,D-information
4719,neutral,policy,From: Eric Swalwell (Representative from California),"The National Ignition Facility (NIF) at the Lawrence Livermore National Laboratory is closer than ever to ignition and carbon free energy. I led a letter to President Obama urging strong and sustained funding for NIF as he prepares his next budget.  Now's the time to reaffirm our nationÛªs commitment to this research, rather than retreating and ceding this scientific field to China and Russia.  Click here to read the letter: www.goo.gl/hZ5NJI",Eric Swalwell,Swalwell,D,D-neutral,D-policy
4720,neutral,media,From: Eric Swalwell (Representative from California),Hope you can join me tonight in Castro Valley for an interactive budget workshop with the Concord Coalition. All are invited!,Eric Swalwell,Swalwell,D,D-neutral,D-media
4721,neutral,information,From: Eric Swalwell (Representative from California),Met w/ air traffic controllers at Livermore Municipal Airport. They handle about 800 flights a day and help the local economy. #ca15,Eric Swalwell,Swalwell,D,D-neutral,D-information
4722,neutral,personal,From: Eric Swalwell (Representative from California),Hosted a Veterans Claim Backlog town hall today at the #Pleasanton VFW Hall w/ VA Oakland Director Bragg. #ca15,Eric Swalwell,Swalwell,D,D-neutral,D-personal
4723,partisan,policy,From: Eric Swalwell (Representative from California),Voted against the #farmbill because it takes food off plates of poor kids. #endhungernow,Eric Swalwell,Swalwell,D,D-partisan,D-policy
4724,neutral,other,From: Eric Swalwell (Representative from California),"Congress at your...waiting room? That's right. Talking  #immigrationreform, #ACA & innovation economy in Hayward.",Eric Swalwell,Swalwell,D,D-neutral,D-other
4725,neutral,policy,From: Eric Swalwell (Representative from California),Today's #SCOTUS Voting Rights Act ruling rolls backs rights that enforced equal access for all at the polls. We must fight in Congress to get it back.,Eric Swalwell,Swalwell,D,D-neutral,D-policy
4726,neutral,personal,From: Eric Swalwell (Representative from California),"It was great seeing my former boss Nancy O'Malley, Alameda County District Attorney, in Washington DC today for my first Capitol Dome tour.",Eric Swalwell,Swalwell,D,D-neutral,D-personal
4727,neutral,information,From: Eric Swalwell (Representative from California),Estamos celebrando Cinco de Mayo in Hayward w/ Councilmembers Francisco Zermeno & Mark Salinas.,Eric Swalwell,Swalwell,D,D-neutral,D-information
4728,partisan,policy,From: Brian Schatz (Senator from Hawaii),"My first vote as United States Senator was against the FISA Amendments Act because it failed to provide transparency, accountability and reasonable limits when the federal government conducts surveillance for intelligence purposes.  While I recognize that the FISA Amendments Act has helped to produce useful intelligence, I fear that we do not have a full understanding of the impact that this law has on the privacy of Americans. We need a comprehensive review of the FISA Amendments Act to ensure that AmericansÛª privacy and civil liberties are protected.",Brian Schatz,Schatz,D,D-partisan,D-policy
4744,neutral,policy,From: William Thornberry (Representative from Texas),"Today at the House Armed Services Committee hearing on the FY2015 defense budget, I asked Defense Secretary Charles Hagel if he would make improving our defense acquisition system a personal priority.  With the massive budget challenges we face, we must get more value for our defense dollar.  Reforming the way we buy goods and services for our military is not just about saving money, but also about saving lives. ",William Thornberry,Thornberry,R,R-neutral,R-policy
4745,neutral,media,From: William Thornberry (Representative from Texas),I'll be on MSNBC in 5 minutes to talk about sequestration.,William Thornberry,Thornberry,R,R-neutral,R-media
4749,neutral,support,From: Patrick Toomey (Senator from Pennsylvania),Kris and I are praying for the families in Elk County who were affected by this weekÛªs severe storms and extensive flooding.,Patrick Toomey,Toomey,R,R-neutral,R-support
4750,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),"Happy Friday Pennsylvania! Here's your weekly update. For inbox delivery, see http://ow.ly/u7c5i. Thanks for reading!",Patrick Toomey,Toomey,R,R-neutral,R-personal
4751,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),"Icymi, here's my visit to The Preston & Steve Show on 93.3 WMMR at Philly's Camp Out for Hunger this morning. Thanks for the good work you're doing guys! http://www.toomey.senate.gov/?p=audio&id=1214",Patrick Toomey,Toomey,R,R-neutral,R-personal
4752,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),Always a good day when the Milky Ways and 3 Musketeers show up in the office. Both made in PA. #FTW,Patrick Toomey,Toomey,R,R-neutral,R-personal
4753,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),Look who Duncan ran in to this morning!,Patrick Toomey,Toomey,R,R-neutral,R-personal
4754,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),Good morning Pennsylvania. You can find my weekly update here. Happy Friday!,Patrick Toomey,Toomey,R,R-neutral,R-personal
4755,partisan,information,From: Patrick Toomey (Senator from Pennsylvania),"In case you missed it on Bill Rehkopf KDKA earlier, here is my announcement that a federal judge has granted a temporary restraining order and told HHS Secretary Sebelius to direct the transplant network to cease application of the ""Under 12 Rule"" as it applies to Sarah Murnaghan.",Patrick Toomey,Toomey,R,R-partisan,R-information
4756,neutral,personal,From: Patrick Toomey (Senator from Pennsylvania),"With steel salvaged from the Twin Towers forged into her bow, the USS Somerset honors 9/11's heroes. Sen. Bob Casey and I urge the Navy to commission her in Philadelphia.",Patrick Toomey,Toomey,R,R-neutral,R-personal
4757,neutral,constituency,From: Patrick Toomey (Senator from Pennsylvania),The Wing Bowl is an annual Philadelphia tradition to make sure Eagles fans like me have something to be excited about on Super Bowl weekend. Will this yearÛªs winner beat last yearÛªs total of 337 wings?,Patrick Toomey,Toomey,R,R-neutral,R-constituency
4758,neutral,constituency,From: Pat Tiberi (Representative from Ohio),"Talked with area farmers last night about issues that are concerning them Û_ taxes, trade, and regulations. What are some of the issues that are personally affecting you?",Pat Tiberi,Tiberi,R,R-neutral,R-constituency
4759,neutral,personal,From: Pat Tiberi (Representative from Ohio),"It was great to meet the Robinson Family, especially four year-old Zoni, when they came to talk about their experience at Nationwide Children's Hospital and their burn unit. Zoni spent 33 days in the hospital following an accident, six of those days were in an induced coma. What an amazing young girl and strong family.",Pat Tiberi,Tiberi,R,R-neutral,R-personal
4760,neutral,policy,From: Pat Tiberi (Representative from Ohio),"This morning I explained why my pro-growth bill, America's Small Business Tax Relief Act, will encourage job creation.  It is expected to be voted on later this week.",Pat Tiberi,Tiberi,R,R-neutral,R-policy
4761,neutral,support,From: Pat Tiberi (Representative from Ohio),Honoring POW/MIA Recognition Day.  You are not forgotten.,Pat Tiberi,Tiberi,R,R-neutral,R-support
4762,neutral,personal,From: Michael Turner (Representative from Ohio),"I had a great visit to Congresswoman Loretta Sanchez's District in Orange County, California this week.   It was great to see some of the defense industry's advanced work taking place in another community.",Michael Turner,Turner,R,R-neutral,R-personal
4763,neutral,personal,From: Michael Turner (Representative from Ohio),Enjoyed talking with Varney & Co this morning on the need to defund Obamacare. The House passed a bill this morning that would fully fund the Government while defunding Obamacare.,Michael Turner,Turner,R,R-neutral,R-personal
4764,neutral,policy,From: Michael Turner (Representative from Ohio),TODAY: Empowering Women Career Fair 2013 at Sinclair Community College in the Great Hall. The career fairs begins at Noon and features a number of local and national companies along with other organizations. This event will help improve the skills of area women seeking to start new jobs or advance their careers.,Michael Turner,Turner,R,R-neutral,R-policy
4765,neutral,information,From: Jon Tester (Senator from Montana),"This holiday season, we remind all veterans ÛÒ especially those suffering with the unseen wounds of war ÛÒ that this nation will live up to the promises we made when they entered the service. Take a #selfie with a veteran to remind them that we will always honor their sacrifice. #NoVetAlone",Jon Tester,Tester,D,D-neutral,D-information
4766,neutral,mobilization,From: Jon Tester (Senator from Montana),Corporations aren't people. But the Supreme Court is granting corporations the same rights as you or me.  Can a corporation fish? No. Join my #CorpsArentPeople campaign.,Jon Tester,Tester,D,D-neutral,D-mobilization
4767,neutral,personal,From: Jon Tester (Senator from Montana),"After finding out a 29-year-old contractor leaked classified national security information, I am chairing a hearing today to question top officials how they issue security clearances.  Watch LIVE at 12:30 MT: http://cs.pn/hofsb4",Jon Tester,Tester,D,D-neutral,D-personal
4768,neutral,support,From: Jon Tester (Senator from Montana),"Congratulations to Montana's Jarrett Guyer, Jackson Langland, Stewart Harris, Shelby Grant and Gabriella DeMarinis on being accepted to West Point.  I was proud to nominate each of them, and I know Montanans will join me in thanking them for their service to our country.",Jon Tester,Tester,D,D-neutral,D-support
4769,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),Congratulations Quest Diagnostics for receiving the MassEcon award for Economic Development at last monthÛªs 11th Annual Team Massachusetts Economic Impact Awards!,Niki Tsongas,Tsongas,D,D-neutral,D-personal
4770,partisan,policy,From: Niki Tsongas (Representative from Massachusetts),"The House needs to stay open ÛÒ I joined my colleagues to call for Speaker Boehner to remain in session to address critical issues that will support the #MiddleClassFirst, like Raising the minimum wage, Make it in America manufacturing & more",Niki Tsongas,Tsongas,D,D-partisan,D-policy
4771,neutral,policy,From: Niki Tsongas (Representative from Massachusetts),"Congratulations to two Third District companies awarded funding from the Environmental Protection AgencyÛªs Small Business Innovation Research (SBIR) program -- Aspen Products Group of Marlborough and Reactive Innovations of Westford. The funding will help these companies develop technologies that will better the environment and public health.   I have been a longtime advocate for supporting the SBIR program, which is often described as the most successful federal government research and development program. It has been critical to creating jobs and fostering innovation in Massachusetts, and this EPA SBIR funding will help develop innovative technologies that will benefit the environment and public well-being.   http://yosemite.epa.gov/opa/admpress.nsf/6d651d23f5a91b768525735900400c28/1564e458fab2334185257d230061352b!OpenDocument",Niki Tsongas,Tsongas,D,D-neutral,D-policy
4772,neutral,policy,From: Niki Tsongas (Representative from Massachusetts),TodayÛªs ground breaking marks the start of construction on the new $31.6 million federally funded Hanscom Middle School. I strongly supported funding for this project that will provide a safe learning environment for children living on the Hanscom Air Force Base. Read more: http://1.usa.gov/LUaxKR,Niki Tsongas,Tsongas,D,D-neutral,D-policy
4773,neutral,support,From: Niki Tsongas (Representative from Massachusetts),"Congratulations to Peter Aucella, who was presented with the Community Spirit Award by the Kiwanis Club of Greater Lowell for his work with the Lowell National Historic Park and all his charitable contributions.",Niki Tsongas,Tsongas,D,D-neutral,D-support
4774,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),Planning a date for the apple of your eye? There are 6 apple orchards to choose from in #Harvard! #3DThursday,Niki Tsongas,Tsongas,D,D-neutral,D-personal
4775,partisan,personal,From: Niki Tsongas (Representative from Massachusetts),"Thank you, Representative John Dingell (MI-12), for your many years of dedicated service to our nation and the state of Michigan. Throughout his almost 60 years in Congress, Rep. Dingell advocated strongly for the environment and fought hard for AmericaÛªs auto industry. As the longest-serving member of Congress in history, Rep. DingellÛªs experience, institutional knowledge and passion will be missed. Best wishes for a happy and relaxing retirement!",Niki Tsongas,Tsongas,D,D-partisan,D-personal
4776,neutral,information,From: Niki Tsongas (Representative from Massachusetts),Great to talk business and economic development at the Merrimack Valley Chamber of Commerce Legislative Breakfast yesterday. Thanks for having me!,Niki Tsongas,Tsongas,D,D-neutral,D-information
4777,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),Chatting w/ #Lawrence Mayor Dan Rivera about our expectations for tonightÛªs State of the Union address!,Niki Tsongas,Tsongas,D,D-neutral,D-personal
4778,neutral,policy,From: Niki Tsongas (Representative from Massachusetts),"In 1964, President Johnson declared a war on poverty. 50 years later, 46.5 million Americans ÛÒ and 13% of residents in the 3rd district of MA ÛÒ live below the poverty line. There is still work to be done. America thrives on the principle that if you work hard, you can support your family. Let us recommit ourselves to ensuring that every citizen has the tools and opportunities to succeed in this country.",Niki Tsongas,Tsongas,D,D-neutral,D-policy
4779,neutral,mobilization,From: Niki Tsongas (Representative from Massachusetts),"Last week, Governor Patrick announced a $27.9 million grant for infrastructure and education improvements in the Merrimack Valley. Modernization projects will begin at places like UMassLowell and the Northern Essex Community Colleges. I commend Governor Patrick for focusing on not only advancing the CommonwealthÛªs academic mission, but our commitment to producing more energy-efficient infrastructure across the state, and encouraging further innovation from our students!",Niki Tsongas,Tsongas,D,D-neutral,D-mobilization
4780,neutral,support,From: Niki Tsongas (Representative from Massachusetts),"This week is National Suicide Prevention Week, and I wanted to touch upon the importance of knowing the warning signs of someone grappling with suicidal thoughts. Your knowledge can help save lives. Find out more at www.AFSP.org.",Niki Tsongas,Tsongas,D,D-neutral,D-support
4781,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),3rd District Photo Contest Entry  Carlisle Cranberry Bog  Photographer: Stacie H.,Niki Tsongas,Tsongas,D,D-neutral,D-personal
4782,neutral,constituency,From: Niki Tsongas (Representative from Massachusetts),#Lawrence check out your city's #July4th celebration from 6-10pm @ Veterans Mem Stadium More info http://bit.ly/123Nsqf #3DThursday,Niki Tsongas,Tsongas,D,D-neutral,D-constituency
4783,neutral,support,From: Niki Tsongas (Representative from Massachusetts),Congratulations to the Rover Hawks team from UMass Lowell! They won first place in NASAÛªs Revolutionary Aerospace Systems Concepts Academic Linkage (RASC-AL) Exploration Robo-ops Competition. Just another example of the Third District leading the way in innovation! Read more: http://www.lowellsun.com/blogs/ci_23433386/umass-lowell-team-wins-nasa-competition-build-mars#ixzz2WZiQZ4sc,Niki Tsongas,Tsongas,D,D-neutral,D-support
4784,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),"On Memorial Day, Americans join together to voice our support and thanks for those servicemen and women across the oceans and their families here at home; for those wounded warriors who placed love of country above their own well-being; and for those who did not return.  We must ensure our commitment to the newest generation of soldiers and heroes. Over the next year, we will be welcoming back many of the troops who have spent time serving in Afghanistan.  When our brave servicemen and women come back home to their families and civilian life, it is incumbent upon us to guarantee them the reverence and support necessary for life on the homefront.   I extend my thanks to the men and women of our armed services, their families and their loved ones for a lifetime of courage, vigilance and sacrifice.",Niki Tsongas,Tsongas,D,D-neutral,D-personal
4785,neutral,personal,From: Niki Tsongas (Representative from Massachusetts),"Equal Pay Day marks how many additional days into 2013 that women would have to keep working in order to earn what men did in 2012. Today is aimed at raising awareness about the fact that women get paid less than men for the same work. We must continue to build on signs of progress to advance the rights of women, benefit middle class families, and strengthen our nation.",Niki Tsongas,Tsongas,D,D-neutral,D-personal
4786,neutral,support,From: Niki Tsongas (Representative from Massachusetts),"Late yesterday we learned that the House GOP and Speaker Boehner increased the contract with an outside law firm to $3 million dollars to defend the Defense of Marriage Act, a discriminatory law that denies people their federal rights. I will be an original cosponsor of legislation to overturn DOMA when it is reintroduced in the House in a few weeks.",Niki Tsongas,Tsongas,D,D-neutral,D-support
4787,neutral,policy,From: Niki Tsongas (Representative from Massachusetts),The need for action on climate change is undeniable.  ,Niki Tsongas,Tsongas,D,D-neutral,D-policy
4791,partisan,personal,From: Dina Titus (Representative from Nevada),"Immigration reform is more than just an economic necessity and moral imperative, it is also a family issue. #TimeIsNow for #CIR!",Dina Titus,Titus,D,D-partisan,D-personal
4792,neutral,personal,From: Dina Titus (Representative from Nevada),"Coffee with @Coffin4Council, Mr. Pappas, & Vicki at famous local fav #TiffanysCafe #DTLV #OnlyInDistrict1 http://t.co/GQybim04Z4",Dina Titus,Titus,D,D-neutral,D-personal
4793,neutral,personal,From: Dina Titus (Representative from Nevada),Wishing my friend & colleague @RepHorsford a full & speedy recovery.,Dina Titus,Titus,D,D-neutral,D-personal
4794,neutral,personal,From: Scott Tipton (Representative from Colorado),"Our offices in D.C. and in the district are currently seeking applications for internships for the upcoming Spring Semester! Interning in a Congressional office is a great way to learn more about the federal legislative process, and past interns have had many exciting and rewarding experiences during their time here.   If youÛªre interested, or if you know of someone who might be, please go to the link below to learn more about the qualifications and the application process.",Scott Tipton,Tipton,R,R-neutral,R-personal
4795,neutral,constituency,From: Scott Tipton (Representative from Colorado),"If you will be in the area tomorrow evening, I will be in Ridgway for a town hall meeting. The meeting will begin at 5:30 and will last for about an hour.   I hope to see you there. Get the full event details here:",Scott Tipton,Tipton,R,R-neutral,R-constituency
4796,partisan,policy,From: Scott Tipton (Representative from Colorado),Thanks to the Delta County Commissioners for meeting with me today to discuss critical issues including the protection of water and other private property rights.,Scott Tipton,Tipton,R,R-partisan,R-policy
4797,neutral,information,From: Scott Tipton (Representative from Colorado),"ICYMI: Today, during a House Natural Resources Committee hearing, I had the opportunity to discuss with Megan Maxwell, an independent biologist from Broomfield, Colorado, the numerous problems with the proposed ESA listing of the sage grouse.  I asked her about the BLMÛªs blanket approach to preserve the grouse that fails to take into account regional factors and threatens multiple use development critical to local economies for eleven different Western States, including Colorado, on over 40 million acres of land.    She told me, ÛÏÛÏThe conservation measures and the one-size-fits-all approach theyÛªre taking is whatÛªs going to really be damaging,Û",Scott Tipton,Tipton,R,R-neutral,R-information
4798,neutral,policy,From: Scott Tipton (Representative from Colorado),"Proud to join with my colleagues today in introducing this bipartisan legislation that would make FEMA resources available for hazard mitigation in our forests to help take a more proactive approach to restoring forests to a healthy natural state, reduce the risks of catastrophic wildfire, and do so without increasing taxpayer spending.",Scott Tipton,Tipton,R,R-neutral,R-policy
4799,partisan,policy,From: Scott Tipton (Representative from Colorado),"The cost of health insurance premiums for a new customer in the individual market under ObamaCare will go up $151/month on average, and $130/month for those keeping their current plan. According to the White House, we have nothing to worry about since customers will receive a $100 average rebate each year to offset these increased monthly costs. That's right, a $100 rebate to offset an annual increased premium cost of $1812 for new customers and $1560 for existing customers.   The President's fuzzy math means that a lot of families and hardworking Americans are going to have to further tighten their belts to foot the bill for this bad law. This is wrong, which is why in the House we continue to fight to repeal and replace ObamaCare with alternatives that will keep costs low, and provide quality, affordable health care for all Americans--something this law fails to do.",Scott Tipton,Tipton,R,R-partisan,R-policy
4800,neutral,personal,From: Scott Tipton (Representative from Colorado),I want to wish all of our troops a happy Armed Forces Day! Thank you for your service!,Scott Tipton,Tipton,R,R-neutral,R-personal
4801,neutral,personal,From: Mark Takano (Representative from California),Had a great time earlier this week at the Jurupa Valley Rotary Club!,Mark Takano,Takano,D,D-neutral,D-personal
4802,partisan,mobilization,From: Mark Takano (Representative from California),"Today is Small Business Saturday, a day for shoppers to buy local and keep money in their community. While this once a year event definitely helps local mom and pops stay in business, I'd like to see Inland Empire residents shopping small everyday, so that these business owners, who are our friends and neighbors, can compete and thrive despite the presence of big box stores. 
 
 If you're looking for some businesses to support, head over to my 100 Businesses in 100 Days photo album where you can see some of the local businesses I've visited in the past few weeks! #BuyLocal #ShopSmall #SmallBizSat",Mark Takano,Takano,D,D-partisan,D-mobilization
4803,neutral,personal,From: Mark Takano (Representative from California),Happy Birthday to my friend George Takei! Oh my!,Mark Takano,Takano,D,D-neutral,D-personal
4804,neutral,policy,From: Mark Takano (Representative from California),"Earlier today, I sent this letter to Speaker Boehner and Leader Cantor. 
 
 Join me in calling on Speaker Boehner to stop sequestration by ""liking"" the letter and ""share"" it with your friends and family.",Mark Takano,Takano,D,D-neutral,D-policy
4805,neutral,policy,From: Fred Upton (Representative from Michigan),"On Monday, we honored the millions of veterans who made the ultimate sacrifice for our nation. Our soldiers are given the best training and resources for the battlefield ÛÒ they deserve the best treatment and care when they return home. Recent revelations of veteran mistreatment and facility mismanagement are appalling and heads needed to roll. Secretary Shinseki has led an honorable and distinguished career in service to our country, but it is time for new leadership to tackle the longstanding problems facing the VA. To fix our broken VA system and provide personalized veteran care, there needs to be accountability at the VA.",Fred Upton,Upton,R,R-neutral,R-policy
4806,neutral,personal,From: Fred Upton (Representative from Michigan),The Ducks Unlimited Annual Dinner at the Dowagiac Conservation Club,Fred Upton,Upton,R,R-neutral,R-personal
4807,neutral,personal,From: Fred Upton (Representative from Michigan),Sam and his parents stopped by my DC office today to help raise awareness of the genetic disorder PKU (Phenylketonuria),Fred Upton,Upton,R,R-neutral,R-personal
4808,neutral,support,From: Fred Upton (Representative from Michigan),"Agriculture is MichiganÛªs second-largest industry ÛÒ keeping it thriving is vital to our ongoing economic recovery. TodayÛªs bipartisan Farm Bill agreement (H.R. 2642) gives our Michigan farmers much-needed certainty to plan for the future ÛÒ helping them compete globally, create jobs, and keep a safe supply of local food on our plates. The new specialty crop provisions are particularly important for our region, which boasts some of the greatest crop diversity in the nation. Finally, this agreement saves taxpayers billions of dollars by eliminating unnecessary subsidies and making long-overdue reforms to eliminate waste, fraud, and abuse. H.R. 2642 passed by a bipartisan vote of 251 to 166.",Fred Upton,Upton,R,R-neutral,R-support
4809,neutral,personal,From: Fred Upton (Representative from Michigan),Wishing safe travels to the roughly 50 Hackett Catholic Central High School students and chaperones who will depart tonight for the 41st annual March for Life in our nationÛªs capital #MarchForLife,Fred Upton,Upton,R,R-neutral,R-personal
4810,neutral,personal,From: Fred Upton (Representative from Michigan),"Thank you to the Nelson family for stopping by the office after your tour of the United States Capitol.  Folks from Southwest Michigan interested in making Capitol tour reservations are encouraged to call my Washington, DC office at (202) 225-3761.",Fred Upton,Upton,R,R-neutral,R-personal
4811,partisan,policy,From: Tom Udall (Senator from New Mexico),"Today, U.S. Senator Tom Udall issued the following statement on the presidentÛªs decision to take executive action on immigration:    ÛÏOver 40,000 people in New Mexico and millions more around the country are living in immigration limbo while they work and raise families here in the United States. Deporting these children and families isnÛªt a realistic option. We need to focus our limited resources on securing the border and going after drug dealers, gang members and potential terrorists.  ÛÏNew Mexicans have seen firsthand the problems caused by House Republicans, who have dragged their feet on immigration for too long ÛÒ it has been 511 days since the Senate passed a bipartisan comprehensive reform bill. Because the House wonÛªt act, the president is justified in taking commonsense steps to fix our broken immigration system under existing law.   ÛÏThe president is offering a temporary solution to keep families together, give employers who hire workers on visas more certainty about their workforce, and devote our limited resources to deporting dangerous criminals. ItÛªs past time for Congress to work together on a permanent fix of our broken immigration system.Û",Tom Udall,Udall,D,D-partisan,D-policy
4812,neutral,information,From: Tom Udall (Senator from New Mexico),"Productive visits with community and small business leaders in Northern New Mexico this week. After holding an economic roundtable in EspaÌ±ola, Mayor Lucero, several economic development officials and I visited the small business ""FLUTe"" (Flexible Liner Underground Technologies), which makes environmentally-friendly products used in mapping ground water contamination and municipal ground water resources. FLUTe is innovation on display and it's growing jobs for the area economy. I'll continue working to support resources and policies so FLUTe and small businesses like it can keep creating jobs for New Mexico families.",Tom Udall,Udall,D,D-neutral,D-information
4813,neutral,policy,From: Tom Udall (Senator from New Mexico),"Join me today in supporting Safer Internet Day to set a good example for children and encourage everyone to talk about ways they can prevent cyber-bullying. I hope all of us - government officials, parents, teachers and student leaders - will recommit ourselves to making safer spaces for youth online. We can do this by making our own online communications more positive while encouraging kids to do the same.   To learn more about the day visit http://saferinternetday.us/ or click below for some excellent resources on navigating the online world with your kids. Please help me share it and spread the word to others that bullying has no place in New Mexico, online or offline.",Tom Udall,Udall,D,D-neutral,D-policy
4814,neutral,personal,From: Tom Udall (Senator from New Mexico),I'm deeply saddened to hear of Nelson Mandela's passing. His inspiring personal fight to overcome oppression and his lifetime of crusading for justice transformed a nation and changed the world for the better. He taught that freedom and peace are best achieved through education and respect for everyone in society. We will best celebrate Mandela's life by honoring those lessons long into the future.,Tom Udall,Udall,D,D-neutral,D-personal
4815,partisan,policy,From: Tom Udall (Senator from New Mexico),"Too many children in New Mexico will go to bed hungry tonight - and we have to do better for them. Earlier today, I toured the Roadrunner Food Bank's Southern Branch to highlight the important work the food bank is doing to fight hunger in Southern New Mexico, and to talk about my opposition to cuts to the Supplemental Nutrition Assistance Program proposed in the Farm Bill. We can't afford cuts while working families here in New Mexico are still struggling to put food on the table for their kids.",Tom Udall,Udall,D,D-partisan,D-policy
4816,neutral,support,From: Tom Udall (Senator from New Mexico),"Last week, I was proud to return to New Mexico to deliver the keynote address at a special U.S. Citizenship & Immigration Services (USCIS) naturalization ceremony in Albuquerque. It was an inspiring ceremony, held at the South Broadway Cultural Center. We welcomed 68 New Mexicans representing 29 countries as they took the oath of allegiance to our country. Each of them had proudly fulfilled the requirements to become citizens. Click here for more: 
 
 http://www.tomudall.senate.gov/?p=blog&id=1457",Tom Udall,Udall,D,D-neutral,D-support
